Tag	g__Streptococcus	g__Prevotella	g__Sphingomonas	g__Veillonella	g__Escherichia	g__Pauljensenia	g__Neisseria	g__Rothia	g__Acinetobacter	g__Moraxella_A	g__Haemophilus	g__Granulicatella	g__Haemophilus_D	g__Actinomyces	g__Brevundimonas	g__Alloprevotella	g__Porphyromonas	g__Anaeroglobus	g__Fusobacterium	g__Lancefieldella	g__Gemella	g__Moraxella	g__Pseudomonas	g__Klebsiella	g__Nanosynbacter	g__Capnocytophaga	g__Achromobacter	g__Campylobacter_A	g__Lachnoanaerobaculum	g__Leptotrichia	g__Leptotrichia_A	g__Candidatus_Minimicrobia	g__Noviherbaspirillum_A	g__JABCPH02	g__Abiotrophia	g__Corynebacterium	g__Cutibacterium	g__Centipeda	g__Tannerella	g__Bulleidia	g__Lactobacillus	g__Oribacterium	g__F0422	g__Sphingomicrobium	g__Lautropia	g__Moryella	g__Methylobacterium	g__Mogibacterium	g__Cardiobacterium	g__Bordetella	g__Enterococcus	g__Nanogingivalis	g__Faecalibacterium	g__Staphylococcus	g__Eikenella	g__Enterobacter	g__Bifidobacterium	g__Acidovorax	g__Blastomonas	g__Microvirga	g__Nanosyncoccus	g__Haemophilus_A	g__Peptostreptococcus	g__Arachnia	g__Bradyrhizobium	g__Alistipes	g__Catonella	g__Campylobacter_B	g__Ottowia	g__CAJPNX01	g__Aggregatibacter	g__Afipia	g__Agromyces	g__Ralstonia	g__Metamycoplasma	g__Dolosigranulum	g__Akkermansia	g__Candidatus_Nanosynbacter	g__Pseudomonas_E	g__Parvimonas	g__Diaphorobacter	g__Deinococcus	g__Phocaeicola	g__Lysobacter	g__Solobacterium	g__Pseudoxanthomonas_A	g__Duncaniella	g__Fannyhessea	g__Allosphingosinicella	g__Microbacterium	g__Limosilactobacillus	g__Aquabacterium	g__Thiobacillus	g__Bacteroides	g__Treponema	g__Pelomonas	g__Salmonella	g__Gemmiger	g__Tepidimonas	g__Mycobacterium	g__Selenomonas	g__Collinsella	g__Epilithonimonas	g__Peptidiphaga	g__Muribaculum	g__U87765	g__Parafannyhessea	g__Kingella_B	g__Xanthomonas	g__Dialister	g__Dysosmobacter	g__Vescimonas	g__Sutterella	g__Lawsonibacter	g__Acetilactobacillus	g__Hominicoprocola	g__Kingella_A	g__Slackia	g__Agathobacter	g__Bergeyella_A	g__Pseudostreptobacillus	g__Shuttleworthia	g__Scardovia	g__Adlercreutzia	g__Roseburia	g__Lepagella	g__Vibrio	g__Agathobaculum	g__Paracoccus	g__Streptobacillus	g__Paramuribaculum	g__Phascolarctobacterium_A	g__Filifactor	g__Flavonifractor	g__Stenotrophomonas	g__Nocardioides	g__Treponema_D	g__Candidatus_Nanoperiomorbus	g__Fretibacterium	g__Brevibacterium	g__Serratia	g__Candidatus_Nanosynsacchari	g__Olsenella_F	g__Arthrobacter	g__Ligilactobacillus	g__Acetatifactor	g__Propionibacterium	g__Kocuria	g__CAG-266	g__Dyella_B	g__Treponema_B	g__Brachybacterium	g__Fusobacterium_C	g__Jeotgalicoccus	g__Fusicatenibacter	g__Ruminococcus_E	g__Neglectibacter	g__Sphingobium	g__Methylobacillus	g__Nesterenkonia	g__Desulfovibrio	g__Thermus	g__Mesorhizobium	g__Campylobacter	g__Treponema_C	g__Comamonas	g__Salinicoccus	g__Enterococcus_B	g__Variovorax	g__Janibacter	g__Granulimonas	g__Zoogloea	g__Vreelandella	g__Dorea_A	g__Merdivivens	g__Allisonella	g__Roseomonas	g__Otoolea	g__Parabacteroides	g__Vermiculatibacterium	g__Glutamicibacter	g__Micrococcus	g__Piscicoccus	g__Blautia_A	g__Agrobacterium	g__Friedmanniella	g__Mediterraneibacter	g__Nanoperiomorbus	g__Paraprevotella	g__Anaerotignum	g__Blautia	g__Blastococcus	g__Caulobacter	g__Desulfobulbus	g__Nocardiopsis	g__Pyramidobacter	g__Coprococcus	g__Lacticaseibacillus	g__Rhodococcus	g__Hominimerdicola	g__Sediminibacterium	g__Bariatricus	g__Azospira	g__Stutzerimonas	g__Bilophila	g__Eggerthella	g__Cryptobacterium	g__Labilithrix	g__Yimella	g__Aquincola	g__Hominisplanchenecus	g__Ramlibacter	g__Janibacter_A	g__Rubrobacter_E	g__QFOP01	g__Tractidigestivibacter	g__Ezakiella	g__Johnsonella	g__Helicobacter	g__Megasphaera	g__Amaricoccus	g__Barnesiella	g__Nakamurella	g__Roseateles	g__Streptomyces	g__Megasphaera_C	g__Phreatobacter	g__Reyranella	g__Telluria	g__Trinickia	g__Actinomycetospora	g__Gaiella	g__Sorangium	g__Enterorhabdus	g__Solirubrobacter	g__Lachnospira	g__Methylophilus	g__Arsenicicoccus	g__Methylovorus	g__Alistipes_A	g__Jiangella	g__Cloacibacterium	g__Evtepia	g__Ruminococcus_B	g__Cellulomonas_A	g__Azonexus	g__Cellulosimicrobium	g__Curvibacter	g__Aquabacterium_A	g__Gulosibacter	g__Amnibacterium	g__Ruthenibacterium	g__Nocardioides_B	g__Odoribacter	g__Lachnoclostridium_B	g__Mesosutterella	g__Xylanimonas	g__Enterenecus	g__Anaerostipes	g__Hominiventricola	g__Jutongia	g__Paenirhodobacter	g__Isoptericola	g__Hominilimicola	g__Alitiscatomonas	g__Tepidiphilus	g__Aeromicrobium	g__Gordonia	g__Georgenia	g__Sporofaciens	g__Pasteurella	g__Methyloversatilis	g__Gelidibacter	g__Dermacoccus	g__Peptoanaerobacter	g__Psychrobacter
HE0002570-BJ7028	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002571-BJ7034	0.446466347	0.072991351	0	0.067592089	0.013586327	0.020633699	0.043326798	0.016152352	0	0	0.002822178	0.047435127	0.057208734	0.009476803	0	0.008155981	0.019888255	0	0.00754414	0.002926493	0.02483947	0	0	0	0.006464227	0.029521979	0	0.002563333	0.002600098	0.001972714	0.00486603	0.002360383	0	0	0.012119942	0.003345844	0	0.000108499	0.006584086	0.000855142	0	0.000935844	0	0	7.89086E-05	0.000334764	0	0.006019471	0.021134951	0	0	0.024978457	0	0	6.9344E-05	0	0	0	0	0	0.000646214	0	0.00090446	0.003374538	0	0	0.000632465	0.003351822	0	0	0.000168876	0	0	0	0	0	0	0.001141186	0	0	0	0	0	0	5.82848E-05	0	3.19819E-05	0	0	0	0	0	0	0	0.000171865	0	0	0	0	0	0	0	0	0.000865305	0	0	0	0	0	0	0	0	0	0	0	0	0	9.14622E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303977	7.08384E-05	0	0	0	3.55686E-05	8.87722E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.54583E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67642E-05	0	0	0	0	0
HE0002573-BJ7052	0.164760479	0.087290984	0	0.108671897	0.000529167	0.209116372	0.234723429	0.012744418	0	0	0.000728387	0.026400494	0.041412012	0.009503427	0	0.002323706	0.011133462	0.002553888	0.008060102	0.00709309	0.018240001	0	0	0	0.0001423	0.000762789	0	0.002546382	0.011873107	0.00061267	0.017030923	0	0	0	0.003924343	0.003215034	0	0	0.001661309	0.003240992	4.65992E-05	0.00449573	0.000895706	0	0	0.000968263	0	0.001741372	9.1322E-05	0	0	0	0	0	0.000162315	0	0	0	0	0	0	0	0.000168258	0	0	0	4.12825E-05	9.38239E-05	0	0.000655204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177327	0	4.40973E-05	0	0	0	0.000123535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002574-BJ7057	0.315838961	0.17370357	0	0.109946032	0.034489607	0.060752343	0.060077515	0.020736118	0.000171295	0	0.000322825	0.029931463	0.019235872	0.015543617	0	0.002073423	0.019268815	0.008524283	0.007043805	0.013683842	0.007803338	0.008856521	0	0	0.019827877	0.0010993	0	0.002779309	0.003231077	0.000434826	0.007147334	0.027747921	0	0	0.000981653	0.000476238	0.000405649	0.000530827	0	0.015948325	0	0.004859322	0	0	0	0.000925182	0	0.002043306	0	0	0	0	0	0	0.000177883	0	0	0	0.000371767	0	0	0	0.000417885	0.000112001	0	0	0.00035012	0	0	0.000524238	0	0.000114824	0	0.000149648	0	0	0	0	0.000109177	0	0.000110118	0	0	0	0.000610827	0	0	0	0	0.000238119	0	0.000100706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002575-BJ11094	0	0	0	0	0.600029882	0	0	0	0.003735246	0	0	0	0	0	0	0	0	0	0	0	0	0.303824892	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010533393	0.019124458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012737188	0.014978336	0	0	0	0	0	0	0	0	0	0	0	0	0.010458688	0	0.005005229	0	0.011018975	0	0	0	0	0.004370238	0	0	0	0	0	0	0	0	0	0	0	0.004183475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002576-BJ11099	0.090325363	0.251557838	0	0.401323619	0.119793215	0.028476329	0.014968364	0.004463333	0.000298651	0	0.000925816	0.007018288	0.004753025	0.00556386	0.000156792	0.002511651	0.0012394	0	0.003111939	0.001387231	0.002386217	0	0	0	0.001585835	0.004202012	0	0.000843688	0.004322967	0.000409151	0.000904912	0	0	0	0	0.003854086	0.00542648	0.000201589	0.000318063	0.000173217	0	0.024680481	0.001488773	0	0	0.001288677	0	0.00078993	0.000728708	0	0	0	0	0.000182177	0	0	0	0.000670471	0.001294651	0	0.000185163	0	0	0.000180683	0	0	0	0.000177697	0	0	0	0.000736174	0	0.000770518	0.000150819	0	0	0.000176204	0.000691376	0	0.000159778	0	0	0	0	0	0	0	0	0.000298651	0	0.00038526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001788916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002577-BJ11101	0.000380332	0.001423479	0	0.000400641	0.011398904	0	0	0	0	0	0.984941778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000280634	0.000555729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002578-BJ11108	0.256384388	0.10876029	0	0.14148155	0.006443643	0.151887205	0.001200368	0.021158538	0	0	0.002730879	0.058047758	0.070040895	0.020092053	0	0.003259279	0.000658009	0.011571553	0.00317126	0.007014202	0.063187634	0	0	0	0.019872146	0.000755997	0	0.001051675	0.003839238	0.001236829	0.004421192	0.020700498	0	0.0004438	9.65649E-05	0.000171481	6.77948E-05	0.000537801	0.000468867	0.001328835	0	0.004032368	0.001892273	0	4.2443E-05	0.001181852	0	0.001870055	5.49765E-05	0	0	0.006342235	0	0	0.000139578	0	0	0	0.000101123	0	0.000585657	0	0	0.000236713	0	0	0.000516153	0.000330714	0	0	0	0	0	0	0	0	0	4.98491E-05	3.67459E-05	0	0	0	0	0	7.34919E-05	0	0	0	0	0	0	0	0	8.2892E-05	7.74798E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04792E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000161226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.94737E-05	0	0	0	0	0	0	0	0	0	0
HE0002579-BJ11124	0.066115441	0.079282308	0	0.033393941	0.13457033	0.012352588	0.22738093	0.011590432	0.00010595	0.000209337	0.009770483	0.02482138	0.045294533	0.003454486	0	0.073495209	0.10586639	0	0.043453222	0.000119621	0.018138833	0	0	0	0.01165195	0.019405962	0	0.005342792	0.002226662	0.003886832	0.008711834	0.002870052	0	0	0.005147125	0.003892813	0.003795406	0.000321268	0.001975457	0	0	0.001101369	0.00951415	0	0	0.000301616	0	0.000139273	0.000682695	0	0	0	0	0.001406402	0.002250586	0	0	0.000326395	0.000360572	0	0.00467035	0.000158925	0.001168869	0.0002119	0	0	0.000767284	0	0.001385041	0.006897011	0.000594687	9.91146E-05	0	0.000259749	0	0	0	0.00431405	0.000215318	0.001663588	0	0	0	0	0.001453397	0	0	0	0	0	0	0.000167469	0	0	0.000307597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000296489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000642536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002580-BJ11137	0.039415436	0.350894401	0	0.108858557	0.002063263	0.006455097	0.344767976	0	0	0	0	0.019880933	0	0.000193235	0	0.006617345	0.001907282	0.001121808	0.025729167	0	0	0	0	0	0	0.001431332	0	0.003293005	0.012626782	0.003093851	0.025908475	0	0	0	0.001441778	0	6.71971E-05	0.00120502	0.017393596	7.41605E-05	0	0.013255927	8.25166E-05	0	0	0.009863347	0	0.001501663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135787	0	0	0	0.000271574	0	7.34642E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69062E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002581-BJ11153	0.033196598	0.352119789	0	0.123543333	0.24782981	0.048690342	0.020886781	0.019386574	0.000303358	0	0.00147827	0.007959009	0.025605688	0.0118604	0	0.00103634	0.007254382	0.017161412	0.004003581	0.006122808	0.001114454	0	0	0	0.021418594	0.001656433	0	0.005257141	0.004157132	0.000815911	0	0.00650535	0	0	0.000775249	0.000596017	0.000141246	0.000719072	6.7948E-05	0.004031937	8.66738E-05	0.002094082	0	0	0.001639312	0.000184583	0	0.000306033	0	0	0	0	0	0	0	0	0	5.77825E-05	0.000142851	0	0	0.013988723	0.000148737	0	0	0	0.000149807	5.35023E-05	0.000197959	0	0.002242818	0	0	0	0	0	0	0	8.39987E-05	0.000442999	0	0	0	0	0.000238085	0	0	0	0	0	0	0	0	0	0.00035044	0	0	0	0	0	0	0	0	0.000308173	0	0	0	0.000226315	0	0.000128941	0	0	0	0	0	0	0.000212404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.18586E-05	0	0	0.00034081	0	0	7.22282E-05	0	0	0	0	0	0	0	0	0	0	0.000172278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002582-BJ11167	0.159813663	0.141397084	0	0.027249369	0.208899123	0	0	0.005028248	0.001479121	0	0	0.378510051	0.002077631	0.001589673	0	0	0	0.001726911	0.000956854	0	0	0	0	0	0	0	0	0.022194435	0.001822215	0.012866063	0.017768511	0	0	0	0	0	0.002176748	0.00114365	0	0.001620171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005870737	0	0	0.000724311	0.001017849	0	0	0	0	0	0	0	0	0.000880611	0	0	0	0	0	0.001155087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000529891	0	0	0	0.000625195	0	0	0	0	0	0	0	0	0	0	0.000876798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002583-BJ11260	0.120445971	0.014636663	0	0.028346415	0.600842766	0.004736454	0.029417952	0.028408866	0.001903128	0.000782287	0.000713262	0.005429996	0.046986551	0.059815407	0.000387857	0	0	0	0	0	0.000930199	0	0	0.001396942	0	0.009305276	0	0	0.000759279	0	0	0	0	0	0.001495549	0.008795803	0.00416453	0.000351701	0	0	0	0.00180452	0	0	0.001511985	0	0	0	0.002087195	0	0	0	0	0.000535768	0	0	0	0.001281899	0.003490711	0	0	0	0	0.001972153	0	0	0	0.000834878	0	0.004430771	0	0.000660672	0	0.00176179	0	0	0	0	0.002422462	0	0.000539056	0	0	0	0	0.000401005	0	0	0	0.00129176	0	0.000456882	0	0.000374709	0	0.000657384	0	0	0	0	0	0	0	0	0	0	0.001160284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000660672	0	0	0	0	0	0	0	0	0.000466743	0	0	0	0	0	0	0	0	0.000391144	0	0	0	0.000410865	0	0	0	0	0	0	0	0	0.00034184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002584-BJ11268	0.134571964	0.263056507	0	0.152787071	0.004843283	0.041257912	0.039389177	0.038512866	8.76701E-05	0	0.001112046	0.016294939	0.016532233	0.039068501	0	0.009839695	0.019435085	0.02320217	0.017639212	0.028096497	0.015064831	0	0	0	0.048427374	0.004146208	0	0.002386963	0.004445066	0.002702576	0.005745699	0.012673581	0	0.004091269	0.001899907	0.017834425	8.2215E-05	0.000918392	0.008707389	0.004671839	7.83186E-05	0.004786784	0.003020136	0	0	0.002257991	0	0.002251757	0.000702139	0	0	0	0	0	0.000750066	0	0	0	4.24712E-05	0	0.00107425	0	0.000203005	0.001040351	0	0	0.000522903	9.27355E-05	0	0	6.03949E-05	0	0	0	8.10461E-05	0	0	0.000118841	0	0.001378173	0	0	0	0	0.00034055	0	0	0	0	0	0	0	0	0	9.74111E-05	0	0	0	0	0	0	0	0	0.00069084	0	0	0	0	0	0.000183912	0	0	0	0	0	0	0	4.20816E-05	0	0	0.000151182	0.000116114	0	0	0	0	0	0	0	5.80571E-05	0	0	0	0	0	0	7.40325E-05	0	0	0	0	5.80571E-05	5.53295E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45502E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09127E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.10435E-05	0	0	0	0	0	0
HE0002585-BJ11269	0.042669577	0.708528732	0	0.164189582	0.00140904	0.003826222	8.11808E-05	0	0	0	0	0.010071056	0	0	0	0.007451459	0	0	0.006512337	0	0	0	0	0	0	0	0	0.013691645	0.01126123	0	0.001341449	0	0	0	0.002901764	0	0	0.010429754	0.000150202	0	0	0.007828752	0.000223515	0	0	0	0	0.006294902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177739	0	0	0	0.000779263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

